price;region;address;bedrooms;bathrooms;location;latitude;longitude
1349900;Uxbridge, ON;203 BROCK ST W, Uxbridge, Ontario;5;3;203, Brock Street West, Uxbridge, Durham Region, Golden Horseshoe, Ontario, L9P 1N1, Canada;44.107403425;-79.129675425
539900;Uxbridge, ON;#48 -1 TESTA RD, Uxbridge, Ontario;2;1;Testa Road, Uxbridge, Durham Region, Golden Horseshoe, Ontario, L9P 1Z8, Canada;44.1042781;-79.1084222
980000;Uxbridge, ON;98 MUNRO CRES, Uxbridge, Ontario;2;3;98, Munro Crescent, Uxbridge, Durham Region, Golden Horseshoe, Ontario, L9P 1L3, Canada;44.100426198613256;-79.1115357779961
899000;Uxbridge, ON;61 BARTON LANE, Uxbridge, Ontario;3;3;61, Barton Lane, Uxbridge, Durham Region, Golden Horseshoe, Ontario, L9P 1X7, Canada;44.112137467857146;-79.11837183214286
1389000;Uxbridge, ON;12619 REGIONAL ROAD 39, Uxbridge, Ontario;4;3;Regional Road 39, Uxbridge, Durham Region, Golden Horseshoe, Ontario, L0G 1M0, Canada;44.1723774;-79.3053334
1649999;Uxbridge, ON;21 LOW BLVD, Uxbridge, Ontario;3;4;Low Boulevard, Uxbridge, Durham Region, Golden Horseshoe, Ontario, L9P 1K5, Canada;44.1122059;-79.112748
1299000;Uxbridge, ON;4500 BROCK RD, Uxbridge, Ontario;3;3;Brock Road, Leaskdale, Uxbridge, Durham Region, Golden Horseshoe, Ontario, L0C 1C0, Canada;44.2081657;-79.1464869
799900;Uxbridge, ON;3 ADAMS CRT, Uxbridge, Ontario;2;3;3, Adams Court, Uxbridge, Durham Region, Golden Horseshoe, Ontario, L9P 0B7, Canada;44.10460621041409;-79.13807256467892
1329000;Uxbridge, ON;45 BEECH ST N, Uxbridge, Ontario;4;3;45, Beech Street North, Uxbridge, Durham Region, Golden Horseshoe, Ontario, L9P 1N1, Canada;44.1091778;-79.13242114285714
1099000;Uxbridge, ON;50 BOLSTER LANE, Uxbridge, Ontario;3;2;50, Bolster Lane, Uxbridge, Durham Region, Golden Horseshoe, Ontario, L9P 1X7, Canada;44.116059562500006;-79.115174375
1150000;Uxbridge, ON;150 REACH ST, Uxbridge, Ontario;3;2;150, Reach Street, Uxbridge, Durham Region, Golden Horseshoe, Ontario, L9P 1L3, Canada;44.10452525714286;-79.11081612857143
1588800;Uxbridge, ON;1 HORNER CRT, Uxbridge, Ontario;3;3;1, Horner Court, Zephyr, Uxbridge, Durham Region, Golden Horseshoe, Ontario, L0E 1T0, Canada;44.205407;-79.266809
1849000;Uxbridge, ON;125 SECOND AVE, Uxbridge, Ontario;4;4;125, Second Avenue, Uxbridge, Durham Region, Golden Horseshoe, Ontario, L9P 1X7, Canada;44.11663959737253;-79.11893982951946
999000;Whitby, ON;72 POINT HOPE PL, Whitby, Ontario;3;3;72, Point Hope Place, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 0G8, Canada;43.85812948585317;-78.95243621212096
899900;Whitby, ON;915 WALTON BLVD, Whitby, Ontario;3;2;915, Walton Boulevard, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 3H9, Canada;43.8928786625;-78.9528543625
1299900;Whitby, ON;44 SOLTYS DR, Whitby, Ontario;4;3;Soltys Drive, Whitby, Durham Region, Golden Horseshoe, Ontario, L1P 1W7, Canada;43.8963584;-78.9826126
685000;Whitby, ON;35 PETRA WAY, Whitby, Ontario;2;2;35, Petra Way, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 3G8, Canada;43.90264997272728;-78.94802714545455
1399900;Whitby, ON;71 TWIN STREAMS RD, Whitby, Ontario;4;3;Twin Streams Road, Whitby, Durham Region, Golden Horseshoe, Ontario, L1P 1N9, Canada;43.9033591;-78.9716466
1099000;Whitby, ON;82 SCEPTER PL, Whitby, Ontario;4;3;82, Scepter Place, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 2S6, Canada;43.918850741845205;-78.91145581127174
999900;Whitby, ON;184 CACHET BLVD, Whitby, Ontario;3;3;184, Cachet Boulevard, Brooklin, Whitby, Durham Region, Golden Horseshoe, Ontario, L1M 2L9, Canada;43.96791558814319;-78.94395010413147
2880000;Whitby, ON;930 MYRTLE RD W, Whitby, Ontario;5;5;930, Myrtle Road West, Ashburn, Whitby, Durham Region, Golden Horseshoe, Ontario, L0B 1A0, Canada;43.99949367692308;-79.00691173186813
1450000;Whitby, ON;7 SOUTHWELL Avenue, Whitby, Ontario;4;3;7, Southwell Avenue, Whitby, Durham Region, Golden Horseshoe, Ontario, L1P 1N3, Canada;43.89824786752984;-78.9687323503118
1179000;Whitby, ON;6 HAHN ST, Whitby, Ontario;3;3;Hahn Street, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 2P2, Canada;43.8940191;-78.9743587
1399000;Whitby, ON;107 BARKERVILLE DR, Whitby, Ontario;4;3;Barkerville Drive, Whitby, Durham Region, Golden Horseshoe, Ontario, L1P 1J1, Canada;43.8820893;-78.975661
799900;Whitby, ON;584 CRIMSON CRES, Oshawa, Ontario;3;4;584, Crimson Crescent, Oshawa, Durham Region, Golden Horseshoe, Ontario, L1J 7V1, Canada;43.90617731839317;-78.9044845292751
799900;Whitby, ON;37 DAVIDSON ST, Whitby, Ontario;3;3;37, Davidson Street, Whitby, Durham Region, Golden Horseshoe, Ontario, L1P 1W7, Canada;43.9096605;-78.9781895
1349000;Whitby, ON;90 BEDELL CRES, Whitby, Ontario;4;4;Bedell Crescent, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 3K6, Canada;43.9080644;-78.9065865
1299900;Whitby, ON;38 FOREST GROVE DR, Whitby, Ontario;4;3;38, Forest Grove Drive, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 3G8, Canada;43.90572925869626;-78.95159119772401
1188800;Whitby, ON;25 MAPLE EDGE LANE, Whitby, Ontario;2;4;25, Maple Edge Lane, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 2N1, Canada;43.90599540615701;-78.95901511369026
699900;Whitby, ON;43 SALMON WAY, Whitby, Ontario;3;2;43, Salmon Way, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 3W4, Canada;43.8840658;-78.93129404999999
949900;Whitby, ON;56 MONTGOMERY AVE, Whitby, Ontario;2;2;56, Montgomery Avenue, Brooklin, Whitby, Durham Region, Golden Horseshoe, Ontario, L1M 1B3, Canada;43.956905;-78.9652527
1599900;Whitby, ON;25 BRAWLEY RD, Whitby, Ontario;4;3;25, Brawley Road West, Whitby, Durham Region, Golden Horseshoe, Ontario, L1M 1Y1, Canada;43.99028074161074;-78.95979915167786
998000;Whitby, ON;112 FENCEROW DR, Whitby, Ontario;3;3;112, Fencerow Drive, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 2A1, Canada;43.90935755294117;-78.91422563529412
1299000;Whitby, ON;12 TWEEDIE CRES, Whitby, Ontario;4;4;12, Tweedie Crescent, Whitby, Durham Region, Golden Horseshoe, Ontario, L1P 1W7, Canada;43.91083222352941;-78.97282560588235
1299000;Whitby, ON;80 ROLLING ACRES DR, Whitby, Ontario;5;5;80, Rolling Acres Drive, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 1Z7, Canada;43.9123012;-78.9203777
1200000;Whitby, ON;5 HORSESHOE DR, Whitby, Ontario;3;3;5, Horseshoe Drive, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 8M4, Canada;43.87815271397312;-78.91053366837889
869999;Whitby, ON;28 HARBOURSIDE DR, Whitby, Ontario;3;3;28, Harbourside drive, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 0H1, Canada;43.85206293333333;-78.9441236
1088000;Whitby, ON;93 JAMES GOVAN DR, Whitby, Ontario;4;4;93, James Govan Drive, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 0H1, Canada;43.85214372767206;-78.94553053774064
899900;Whitby, ON;18 CARRINGTON PL, Whitby, Ontario;3;4;18, Carrington Place, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 3A5, Canada;43.91141979066688;-78.95750923600032
1199900;Whitby, ON;3 DEVERELL ST, Whitby, Ontario;4;4;3, Deverell Street, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 1Z7, Canada;43.91265641;-78.92882121999999
1399900;Whitby, ON;5 STURGESS CRES, Whitby, Ontario;4;4;5, Sturgess Crescent, Brooklin, Whitby, Durham Region, Golden Horseshoe, Ontario, L1M 1H2, Canada;43.96580767774454;-78.95169971773834
1769000;Whitby, ON;20 LOCKTON ST, Whitby, Ontario;4;4;Lockton Street, Whitby, Durham Region, Golden Horseshoe, Ontario, L1P 1W7, Canada;43.9142624;-78.9744499
899000;Whitby, ON;105 GREENFIELD CRES, Whitby, Ontario;3;3;105, Greenfield Crescent, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 2K9, Canada;43.88574903519256;-78.90756614079764
999000;Whitby, ON;29 LONSDALE CRT, Whitby, Ontario;3;3;29, Lonsdale Court, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 2P2, Canada;43.89039421405777;-78.9765880093061
649900;Whitby, ON;331 ROSEDALE DR, Whitby, Ontario;3;2;331, Rosedale Drive, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 2A3, Canada;43.878762534884665;-78.923867620991
1189000;Whitby, ON;1000 HENRY ST, Whitby, Ontario;3;2;1000, Henry Street, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 5C7, Canada;43.86913172929293;-78.94312765757576
1199900;Whitby, ON;106 CORONATION RD, Whitby, Ontario;3;3;Coronation Road, Coronation Gardens, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 1B5, Canada;43.9583966;-79.008613
799900;Whitby, ON;6 JERSEYVILLE WAY, Whitby, Ontario;3;3;Jerseyville Way, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 3W4, Canada;43.8860487;-78.9350259
1099900;Whitby, ON;27 SHAWFIELD WAY, Whitby, Ontario;3;4;Shawfield Way, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 9G5, Canada;43.899197;-78.9468125
1999000;Whitby, ON;7795 COUNTRY LANE, Whitby, Ontario;4;2;7795, Country Lane, Coronation Gardens, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 1B5, Canada;43.97604615716519;-79.005358988947
688000;Whitby, ON;35 BURWELL ST, Whitby, Ontario;2;2;35, Burwell Street, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 3M3, Canada;43.92236318;-78.9530331
1079000;Whitby, ON;91 BEAUMARIS CRES, Whitby, Ontario;4;3;91, Beaumaris Crescent, Brooklin, Whitby, Durham Region, Golden Horseshoe, Ontario, L1M 0E8, Canada;43.9641125;-78.9435455
899000;Whitby, ON;63 DONALD FLEMING WAY, Whitby, Ontario;3;3;Donald Fleming Way, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 9G5, Canada;43.9001015;-78.9462143
1688000;Whitby, ON;106 MCQUAY BLVD, Whitby, Ontario;4;3;106, McQuay Boulevard, Whitby, Durham Region, Golden Horseshoe, Ontario, L1P 1P0, Canada;43.878831876073214;-78.96398870435496
775000;Whitby, ON;922 CENTRE ST N, Whitby, Ontario;3;2;922, Centre Street North, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 4J5, Canada;43.89234254081632;-78.95039097142856
1899999;Whitby, ON;9 JESSIE CRT, Whitby, Ontario;4;5;9, Jessie Court, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 0J2, Canada;43.9198885;-78.9654438
888000;Whitby, ON;5 TIMBER MILL AVE, Whitby, Ontario;3;3;Timber Mill Avenue, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 3A5, Canada;43.9123778;-78.9567422
699900;Whitby, ON;#4 -110 MARY ST W, Whitby, Ontario;3;3;Mary Street West, Downtown Whitby, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 4H3, Canada;43.8816925;-78.9429729
989000;Whitby, ON;2 HAHN ST, Whitby, Ontario;4;3;Hahn Street, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 2P2, Canada;43.8940191;-78.9743587
1550000;Whitby, ON;33 BREMNER ST, Whitby, Ontario;4;3;33, Bremner Street, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 1Z7, Canada;43.91168923076923;-78.92564846153846
1899900;Whitby, ON;55 ST IVES CRES, Whitby, Ontario;5;5;St. Ives Crescent, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 0J2, Canada;43.9164728;-78.9728889
1199000;Whitby, ON;2 WHITMORE CRT, Whitby, Ontario;4;4;2, Whitmore Court, Brooklin, Whitby, Durham Region, Golden Horseshoe, Ontario, L1M 0K7, Canada;43.9648655;-78.9605985
799000;Whitby, ON;124 LUPIN DR, Whitby, Ontario;3;2;124, Lupin Drive, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 2A3, Canada;43.88176763973824;-78.93022489557066
899900;Whitby, ON;68 WIMBLEDON CRT, Whitby, Ontario;3;4;68, Wimbledon Court, Whitby, Durham Region, Golden Horseshoe, Ontario, L1P 1N3, Canada;43.90064547053554;-78.97371204398941
899000;Whitby, ON;308 HIGH ST, Whitby, Ontario;3;2;308, High Street, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 2W8, Canada;43.88180415;-78.9511067
999000;Whitby, ON;103 REYNOLDS ST, Whitby, Ontario;3;2;103, Reynolds Street, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 2J2, Canada;43.8811092;-78.9359617
999000;Whitby, ON;48 LOCKYER DR, Whitby, Ontario;4;3;Lockyer Drive, Whitby, Durham Region, Golden Horseshoe, Ontario, L1P 1J1, Canada;43.8829572;-78.9782046
799900;Whitby, ON;3 BETTLEY CRT, Whitby, Ontario;3;3;3, Bettley Court, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 9M2, Canada;43.8913383;-78.9409117
999900;Whitby, ON;41 LOUISE CRES, Whitby, Ontario;4;3;Louise Crescent, Whitby, Durham Region, Golden Horseshoe, Ontario, L1P 1V3, Canada;43.9002578;-78.9874551
799900;Whitby, ON;92 JAMES GOVAN DR, Whitby, Ontario;3;3;92, James Govan Drive, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 0H1, Canada;43.85241744780436;-78.94498081064415
1099999;Whitby, ON;6 HOODGATE DR, Whitby, Ontario;3;3;6, Hoodgate Drive, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 2N1, Canada;43.908218156899565;-78.95913575721211
1450000;Whitby, ON;126 SCOTT ST, Whitby, Ontario;4;4;126, Scott Street, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 3L4, Canada;43.8966404;-78.9094999
1298888;Whitby, ON;110 AUCKLAND DR, Whitby, Ontario;4;3;Auckland Drive, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 2P2, Canada;43.8931783;-78.9763489
1149900;Whitby, ON;885 WALTON CRT, Whitby, Ontario;3;3;885, Walton Court, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 7T8, Canada;43.89121294267153;-78.95218776176411
750000;Whitby, ON;29 JAMES GOVAN DR, Whitby, Ontario;3;3;29, James Govan Drive, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 0H1, Canada;43.85160185668288;-78.9434140441662
1790000;Whitby, ON;69 WESTFIELD DR, Whitby, Ontario;5;5;Westfield Drive, Whitby, Durham Region, Golden Horseshoe, Ontario, L1P 1J1, Canada;43.8792898;-78.9743605
990000;Whitby, ON;309 CHESTNUT ST E, Whitby, Ontario;2;2;309, Chestnut Street East, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 8R2, Canada;43.88615494;-78.9406757
1399000;Whitby, ON;31 DOPP CRES, Whitby, Ontario;4;3;31, Dopp Crescent, Brooklin, Whitby, Durham Region, Golden Horseshoe, Ontario, L1M 2L5, Canada;43.97159639721357;-78.95498765649299
1099000;Whitby, ON;26 BEAUMARIS CRES, Whitby, Ontario;3;4;26, Beaumaris Crescent, Brooklin, Whitby, Durham Region, Golden Horseshoe, Ontario, L1M 0E8, Canada;43.96299045315246;-78.94477260327277
699999;Whitby, ON;6 PROSPECT WAY, Whitby, Ontario;3;3;Prospect Way, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 2K4, Canada;43.8845608;-78.925459
999000;Whitby, ON;121 JOHN ST E, Whitby, Ontario;4;2;121, John Street East, Downtown Whitby, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 4H3, Canada;43.88297741632653;-78.94286785918368
899000;Whitby, ON;10 SOUTHSHORE ST, Whitby, Ontario;3;3;10, Southshore Street, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 0H1, Canada;43.851317;-78.944788
1299000;Whitby, ON;2 AMANDA AVE, Whitby, Ontario;4;4;2, Amanda Avenue, Brooklin, Whitby, Durham Region, Golden Horseshoe, Ontario, L1M 1K5, Canada;43.9521647;-78.9689449
1499000;Whitby, ON;22 PERKINSFIELD ST, Whitby, Ontario;4;4;22, Perkinsfield Street, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 8M1, Canada;43.89788396504198;-78.92561034206905
1550000;Whitby, ON;39 THAMES DR, Whitby, Ontario;4;4;39, Thames Drive, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 1Z7, Canada;43.917283553932165;-78.92118623028222
699900;Whitby, ON;80 MAGPIE WAY, Whitby, Ontario;3;4;80, Magpie Way, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 2K7, Canada;43.88296276522337;-78.91735975708106
1510000;Whitby, ON;28 OCEANPEARL CRES, Whitby, Ontario;4;4;28, Oceanpearl Crescent, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 6A7, Canada;43.87627831186926;-78.9042012940703
799000;Whitby, ON;26 DONALD FLEMING WAY, Whitby, Ontario;3;3;Donald Fleming Way, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 9G5, Canada;43.9001015;-78.9462143
1898000;Whitby, ON;8 MASKELL CRES, Whitby, Ontario;4;5;Maskell Crescent, Whitby, Durham Region, Golden Horseshoe, Ontario, L1P 1V3, Canada;43.9048209;-78.9878876
1550000;Whitby, ON;29 ARTESIAN DR, Whitby, Ontario;4;4;29, Artesian Drive, Whitby, Durham Region, Golden Horseshoe, Ontario, L1P 1W7, Canada;43.90910302;-78.97296934
1550000;Whitby, ON;143 BAYCLIFFE DR, Whitby, Ontario;3;4;143, Baycliffe Drive, Whitby, Durham Region, Golden Horseshoe, Ontario, L1P 1V3, Canada;43.9095955;-78.98040973076922
989000;Whitby, ON;24 SABRINA ST, Whitby, Ontario;3;3;24, Sabrina Street, Brooklin, Whitby, Durham Region, Golden Horseshoe, Ontario, L1M 1K5, Canada;43.9535769;-78.9728343
799800;Whitby, ON;73 BREAKWATER DR, Whitby, Ontario;3;3;73, Breakwater Drive, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 0G8, Canada;43.852097826981606;-78.95363143993659
849000;Whitby, ON;229 ASH ST, Whitby, Ontario;3;3;229, Ash Street, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 2H0, Canada;43.88283701428571;-78.94010708571429
988000;Whitby, ON;216 BASSETT BLVD, Whitby, Ontario;4;3;216, Bassett Boulevard, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 1H2, Canada;43.9026806;-78.9367819
1199000;Whitby, ON;25 SATO ST, Whitby, Ontario;4;4;25, Sato Street, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 3J7, Canada;43.90013111592895;-78.95502543615171
1095000;Whitby, ON;1023 CENTRE ST N, Whitby, Ontario;1;3;1023, Centre Street North, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 3H9, Canada;43.89503373061225;-78.95129691020408
1090000;Whitby, ON;56 COTTAGE CRES, Whitby, Ontario;4;4;56, Cottage Crescent, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 2X0, Canada;43.91831612792279;-78.93038158896667
1620000;Whitby, ON;37 WAKEM CRT, Whitby, Ontario;4;3;37, Wakem Court, Whitby, Durham Region, Golden Horseshoe, Ontario, L1P 1W7, Canada;43.9102445;-78.9762078
1788000;Whitby, ON;45 WESTFIELD DR, Whitby, Ontario;4;3;Westfield Drive, Whitby, Durham Region, Golden Horseshoe, Ontario, L1P 1J1, Canada;43.8792898;-78.9743605
799999;Whitby, ON;45 KANTIUM WAY, Whitby, Ontario;3;3;Kantium Way, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 2K4, Canada;43.8849532;-78.9259207
1249000;Whitby, ON;130 BRIDLEWOOD BLVD, Whitby, Ontario;3;3;Bridlewood Boulevard, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 3L7, Canada;43.9230836;-78.9156104
1450000;Whitby, ON;33 MCIVOR ST, Whitby, Ontario;4;4;33, McIvor Street, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 2S6, Canada;43.92039054;-78.9177919
1049000;Whitby, ON;200 CORONATION RD, Whitby, Ontario;3;3;Coronation Road, Coronation Gardens, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 1B5, Canada;43.9583966;-79.008613
849000;Whitby, ON;55 PALLOCK HILL WAY, Whitby, Ontario;3;3;Pallock Hill Way, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 3G8, Canada;43.9015954;-78.9473462
799000;Whitby, ON;42 GRAHAM CRT, Whitby, Ontario;3;3;42, Graham Court, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 9M2, Canada;43.89313050240526;-78.94160638933933
899000;Whitby, ON;54 FERGUSON AVE, Whitby, Ontario;2;3;54, Ferguson Avenue, Brooklin, Whitby, Durham Region, Golden Horseshoe, Ontario, L1M 1K5, Canada;43.95578566;-78.969360185
1799900;Whitby, ON;28 APSLEY CRES, Whitby, Ontario;4;6;28, Apsley Crescent, Brooklin, Whitby, Durham Region, Golden Horseshoe, Ontario, L1M 2L5, Canada;43.972679333337545;-78.95116464928732
899900;Whitby, ON;71 SUTCLIFFE DR, Whitby, Ontario;2;3;Sutcliffe Drive, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 1Z7, Canada;43.9063625;-78.9226257
899900;Whitby, ON;#4 -1705 CHARLES ST, Whitby, Ontario;3;3;Charles Street, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 0J2, Canada;43.8587107;-78.9349553
1259000;Whitby, ON;52 PETER HOGG CRT, Whitby, Ontario;3;3;Peter Hogg Court, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 2P2, Canada;43.8888602;-78.980162
799900;Whitby, ON;38 SAWDON DR, Whitby, Ontario;3;3;38, Sawdon Drive, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 8M4, Canada;43.87895914398891;-78.90364226177901
849000;Whitby, ON;1612 DUFFERIN ST, Whitby, Ontario;3;1;1612, Dufferin Street, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 4A6, Canada;43.8612963244898;-78.93239532755102
1199000;Whitby, ON;23 REDVERS ST, Whitby, Ontario;5;3;23, Redvers Street, Whitby, Durham Region, Golden Horseshoe, Ontario, L1P 1N9, Canada;43.9040105320023;-78.96502748764152
1099000;Whitby, ON;251 LUPIN DR, Whitby, Ontario;4;2;251, Lupin Drive, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 2A3, Canada;43.87731824955024;-78.92797383418254
1100000;Whitby, ON;131 JOHN ST E, Whitby, Ontario;3;4;131, John Street East, Downtown Whitby, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 4H3, Canada;43.8830048244898;-78.9427408387755
988000;Whitby, ON;106 CRAWFORTH ST, Whitby, Ontario;3;2;106, Crawforth Street, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 3S4, Canada;43.8867688;-78.9232792
1138000;Whitby, ON;24 WESTPORT DR, Whitby, Ontario;3;3;24, Westport Drive, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 2G0, Canada;43.90278725;-78.94551733333333
699000;Whitby, ON;806 HYLAND ST, Whitby, Ontario;3;2;806, Hyland Street, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 2A3, Canada;43.87447307904288;-78.92884903552945
1529900;Whitby, ON;24 KRESSMAN CRT, Whitby, Ontario;4;3;24, Kressman Court, Whitby, Durham Region, Golden Horseshoe, Ontario, L1P 1N9, Canada;43.90221701263946;-78.9725548407069
1890000;Whitby, ON;9 HANOVER CRT, Whitby, Ontario;4;4;9, Hanover Court, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 7T8, Canada;43.88781316758479;-78.95773678460199
2799900;Whitby, ON;6 MORNINGSTAR AVE, Whitby, Ontario;4;4;Morningstar Avenue, Whitby, Durham Region, Golden Horseshoe, Ontario, L1R 1Z7, Canada;43.9143068;-78.9269722
1999000;Whitby, ON;65 SPLENDOR DR, Whitby, Ontario;5;4;65, Splendor Drive, Whitby, Durham Region, Golden Horseshoe, Ontario, L1P 1N9, Canada;43.9102408;-78.9712477
688000;Whitby, ON;76 WINCHESTER RD E, Whitby, Ontario;2;2;76, Winchester Road East, Brooklin, Whitby, Durham Region, Golden Horseshoe, Ontario, L1M 2J0, Canada;43.95508247777778;-78.95517582222222
3999998;Whitby, ON;9795 BALDWIN ST N, Whitby, Ontario;3;2;Baldwin Street North, Brooklin, Whitby, Durham Region, Golden Horseshoe, Ontario, L1M 1Y1, Canada;43.970976;-78.9603974
1499000;Whitby, ON;20 CASSELS RD E, Whitby, Ontario;3;2;Cassels Road East, Brooklin, Whitby, Durham Region, Golden Horseshoe, Ontario, L1M 1A2, Canada;43.9559554;-78.9610657
2499999;Whitby, ON;400 ST JOHN ST W, Whitby, Ontario;5;4;400, St. John Street West, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 5C7, Canada;43.8739414;-78.9439279
3750000;Whitby, ON;1370 BRAWLEY RD W, Whitby, Ontario;4;3;1370, Brawley Road West, Whitby, Durham Region, Golden Horseshoe, Ontario, L1N 1B5, Canada;43.97669640821423;-79.02045899896228
1499000;Burlington, ON;483 Sparling Crescent, Burlington, Ontario;3;2;483, Sparling Crescent, Shoreacres, Burlington, Halton Region, Golden Horseshoe, Ontario, L7L 1V1, Canada;43.36694155;-79.75662890000001
1899900;Burlington, ON;915 Condor Drive, Burlington, Ontario;3;4;915, Condor Drive, Aldershot, Burlington, Halton Region, Golden Horseshoe, Ontario, L7T 0A4, Canada;43.31377697142857;-79.83779574285714
1699900;Burlington, ON;3198 Cotter Road, Burlington, Ontario;5;4;3198, Cotter Road, Alton, Burlington, Halton Region, Golden Horseshoe, Ontario, L7M 0W1, Canada;43.40004986666667;-79.82523927777778
1099000;Burlington, ON;1051 White Oak Drive, Burlington, Ontario;4;3;1051, White Oak Drive, Aldershot, Burlington, Halton Region, Golden Horseshoe, Ontario, L7T 2C4, Canada;43.31279603333333;-79.84762014285715
1200000;Burlington, ON;3126 MICHAEL CRES, Burlington, Ontario;3;2;3126, Michael Crescent, Palmer, Burlington, Halton Region, Golden Horseshoe, Ontario, L7M 1M2, Canada;43.36338466994619;-79.81511761928968
999800;Burlington, ON;5404 STRATTON RD, Burlington, Ontario;4;2;5404, Stratton Road, Elizabeth Gardens, Burlington, Halton Region, Golden Horseshoe, Ontario, L7L 1C7, Canada;43.3694734;-79.7301987
1349900;Burlington, ON;3945 TUFGAR CRES, Burlington, Ontario;3;3;Tufgar Crescent, Alton, Burlington, Halton Region, Golden Horseshoe, Ontario, Canada;43.3947631;-79.82908120278313
1149000;Burlington, ON;741 MULLIN Way, Burlington, Ontario;3;2;741, Mullin Way, Burlington, Halton Region, Golden Horseshoe, Ontario, L7L 4J8, Canada;43.382176900000005;-79.75216774888112
